#,No. expediente,Parte actora,Parte demandada,Parte notificada,Fecha de  publicación,Síntesis,Sala,Magistrado,Secretario,Expediente
524,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",22 TERCERO INTERESADO: ORTIZ FLORES DAVID,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
525,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",97 TERCERO INTERESADO: MORENO GARCIA DANIEL,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
526,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",20 TECRRERO INTERESADO: DE LA O CASTELAZO LEONARDO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
527,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",2 TERCERO INTERESADO: GUZMAN OLIVA CEDONIO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
528,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",19 TECRRERO INTERESADO: PEÑA RAMOS JOSE LUIS,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
529,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",18 TECRRERO INTERESADO: ROSALES HERNANDEZ LIDIA,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
530,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",17 TECRRERO INTERESADO: OLMEDO MORAN MIGUEL ANGEL,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
531,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",16 TECRRERO INTERESADO: AGUIRRE GARFIRA JOSE PABLO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
532,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",15 TERCERO INTEREASADO: PEREZ ALCALA JUAN MANUEL,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
533,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",14 TERCERO INTERESADO: VARGAS HERNANDEZ LUCIA,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
534,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",13 TERCERO INTERESADO: RODRIGUEZ MALAGAON J. ALFONSO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
535,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",12 TERCERO INTERESADO: RAMOS MEJIA JORGE,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
536,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",11 TERCERO INTERESADO: NEGRETE RAMOS PEDRO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
537,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",10 TERCERO INTERESADO: CASTAÑEDA SANDOVAL MARTHA GLORIA,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
538,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",1 TERCERO INTERESADO: VALENCIA NUÑO MARIA GUADALUPE,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
539,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",TERCEROS INTERESADOS POR CONDUCTO DE SU REPRESENTANTE LEGAL SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
540,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
541,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",23 TERCERO INTERESADO: MORALES MADRIGAL VICTOR HUGO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
542,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",37 TERCERO INTERESADO: OCEGUEDA PIMENTEL ANGELICA MARIA,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
543,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",36 TERCERO INTERESADO: LOPEZ ZUÑIGA MIGUEL ANGEL,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
544,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",35 TERCERO INTERESADO: HERMOSO HERNANDEZ FRANCISCO DEL SAGRADODIAZ MACHADO PRISCILA,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
545,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",34 TERCERO INTERESADO: HERMOSO HERNANDEZ FRANCISCO DEL SAGRADO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
546,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",33 TERCERO INTERESADO: CASTILLO MIRANDA CHRYSTIAN URIEL,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
547,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",32 TERCERO INTERESADO: VERA MENDOZA MARCELA,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
548,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",31 TERCERO INTERESADO: VILLASEÑOR SILVA EDUARDO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
549,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",30 TERCERO INTERESADO: CASTELLANOS GONZALEZ HUGO ALEJANDRO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
550,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",3 TERCERO INTERESADO: GONZALEZ GARCIA J. ASENCION,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
551,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",29 TERCERO INTERESADO: CORTES RUIZ ALFONSO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
552,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",28 TERCERO INTERESADO: ALFARO ROMERO BRUNO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
